,Name,Rating,Reviews,Salaries,Jobs,Loction,Global_Company_Size,Industry,Description
2715,CACIB,3.8,1.4TReviews,13,3T,6 office locations,5001 to 10000 Employees,Investment & Asset Management,"Crédit Agricole CIB, the Corporate & Investment Banking arm of the Crédit Agricole group, specialises in the businesses of capital markets and investment and corporate banking."
2716,Dentsu World Services,4.3,127Reviews,51,--,"Pune, MH",51 to 200 Employees,Information Technology Support Services,"Dentsu World Services is a proud part of dentsu International– a 48,000-strong team of dedicated specialists spread across 9 network brands and 145 countries. We are a global hub delivering best-in-class creative,  technology, and commerce solutions for dentsu International.
Our advanced technology stacks and core capabilities of services and solutions across the breadth and depth of the technology domain — Unified Commerce Solutions, Digital Transformation, Experience Technology, Data Analytics, Creative Technologies, and Quality Engineering enable our clients to transform and scale exponentially. Over the years, we have created innovating multi-channel platforms and solutions for major international brands and retailers, including Sony, Adidas, Speedo, Shiseido, Canon, Zwilling, Signify and more.  
(Formerly Isobar World Services and Winner of Great Indian Workplace Award 2019)."
2717,Joveo,4.3,138Reviews,114,--,3 office locations,201 to 500 Employees,Internet & Web Services,"Joveo was founded in 2017 by a group of visionary entrepreneurs and passionate problem solvers who foresaw the need for greater transparency and predictability in recruitment marketing.

As the global leader in programmatic job advertising, we are changing the way recruitment media buying is done. 

The Joveo platform enables businesses to buy, manage, and track recruitment media, including job sites, social and search marketplaces, and the whole World Wide Web, to attract and hire the most relevant applicants on time, within their budget. Powering more than 20 million jobs every day, our data-driven recruitment advertising platform uses advanced data science and machine learning to dynamically manage and optimize talent sourcing and applications across all online channels while providing real-time insights at every step of the job seeker journey from click to hire. 

For more information, visit www.joveo.com."
2718,Gilead Sciences,3.9,1.9TReviews,7,425,16 office locations,10000+ Employees,Biotech & Pharmaceuticals,"Gilead Sciences, Inc. is a biopharmaceutical company that has pursued and achieved breakthroughs in medicine for more than three decades, with the goal of creating a healthier world for all people. The company is committed to advancing innovative medicines to prevent and treat life-threatening diseases, including HIV, viral hepatitis and cancer. Gilead operates in more than 35 countries worldwide, with headquarters in Foster City, California."
2719,Toshiba Global Commerce Solutions,3.7,574Reviews,23,129,3 office locations,1001 to 5000 Employees,Computer Hardware Development,"Toshiba Global Commerce Solutions is a global market share leader in retail store technology and retail’s first choice for unified commerce solutions. Together with a global team of dedicated business partners, we advance the future of retail with innovative commerce solutions that enhance customer engagement, transform the in-store experience, and accelerate digital transformation."
2720,Zacks Investment Research,3.9,205Reviews,90,3,"10 S Riverside Plz # 1600 Chicago, Illinois, 60606-3830, United States",51 to 200 Employees,Investment & Asset Management,
2721,METRO SERVICES,3.7,151Reviews,116,--,"Cluster D, Wing 2, 3rd & 6th floor, EON IT Park, Kharadi",1001 to 5000 Employees,Information Technology Support Services,"METRO SERVICES is a part of METRO Group AG, founded in 2011 it comprises of three Shared Service Centers in Pune (India), Szczecin (Poland) and Düsseldorf (Germany). 

With over 751 stores in 25 countries, employing more than 110,000 and serving 21 million customers daily we are one of the largest wholesale and food retail business in the world."
2722,XO Communications,3.7,518Reviews,13,1.2T,11 office locations,1001 to 5000 Employees,"Cable, Internet & Telephone Providers",XO Communications a Verizon Company provides the technology that helps business and wholesale customers compete in a hyper-connected economy.
2723,Dover India,3.9,141Reviews,140,18,"Headquarters in Bengaluru, India",501 to 1000 Employees,Computer Hardware Development,
2724,Samsung Semiconductor Inc (US),4.1,535Reviews,7,1.7T,5 office locations,1001 to 5000 Employees,Computer Hardware Development,"OVERVIEW

Samsung Semiconductor Inc. (SSI) is advancing the world’s technology. As a leader in Memory, System, LSI, and LCD technologies, our US teams contribute to breakthroughs in 5G, SOC, memory, and display. With our global perspective and diversity of thought, we proudly serve our customers around the world. We are looking for team members who share our commitment to learning and growth and excel when collaborating within and across teams.

SSI is headquartered in the heart of Silicon Valley and is a wholly-owned U.S. subsidiary of Samsung Electronics Co., Ltd. - the #1 employer in the world (Forbes, Oct 2021 & 2020) and #2 patent-holder in the U.S. 

Together with our parent company, Samsung Electronics, we are transforming the worlds of TVs, smartphones, tablets, PCs, cameras, home appliances, printers, LTE systems, medical devices, semiconductors, and LED solutions."
2725,Noodles & Company,3.6,1.9TReviews,14,1.2T,"Headquarters in Broomfield, United States",10000+ Employees,Restaurants & Cafes,"We’re real people who treat each other like real family and are always open to making new friends. Together we create craveable flavors from around the globe, where every recipe is made to order and every ingredient is something to feel good about. 

But we’re still individuals with unique goals and different passions. After all, one person’s Wisconsin Mac & Cheese is another person’s Penne Rosa, and that’s the way it should be. So whether you’re working in a restaurant, out in the field or at our corporate offices in Colorado, we’ll help you pursue your passions and get involved with the community you serve. We’re a company that cares and it shows."
2726,NSC Global,3.6,543Reviews,24,144,13 office locations,1001 to 5000 Employees,Information Technology Support Services,"There are lots of IT Services businesses but very few like NSC Global.  The clue is in the word Global - as we maintain, supply and support some of the world's largest companies and institutions' networks, end-points and datacentres everywhere!  No matter what country, what IT brand or service requirement - NSC is there with a single point of contact and a common service level.  This allows us to provide IT without borders and gives our customers a unique approach.  

Our vision is to be recognised as the pre-eminent Global supplier of commodity IT services.  

Hence we work with some of the largest IT manufacturers in all corners of the world as well as some of the world's largest System Integrators and Telecoms providers delivering services they can't; don't want but most importantly need.  The business has over £160m global revenues and this is set to grow as the services we deliver have never been more in demand.  

Its fast, furious, competitive and demanding work whether you are in sales or delivery - but hugely rewarding.  With offices and contracts in almost every country in the world - there is always an opportunity at NSC Global.

We are a private company with huge growth ambitions.  Come and add your knowledge and enthusiasm to one of the world's key suppliers of IT and help us deliver our vision."
2727,Indiana University Health,3.5,1.9TReviews,13,1.9T,17 office locations,10000+ Employees,Healthcare Services & Hospitals,"Indiana University Health is Indiana’s largest and most comprehensive healthcare system, with hospitals and specialties ranked among the nation’s best by U.S. News &amp; World Report.

A unique partnership with the Indiana University School of Medicine—one of the nation’s largest medical schools—gives patients access to groundbreaking research and innovative treatments, and it offers team members access to the latest science and the very best training—advancing healthcare for all.

At IU Health, your personal and professional growth is a top priority. You will have access to many diverse opportunities to learn and develop in meaningful ways that matter most to you, such as advanced clinical training, leadership development, promotion opportunities and cross-training development."
2728,Knack Systems,4.4,111Reviews,79,--,5 office locations,501 to 1000 Employees,Information Technology Support Services,"Knack Systems is a global customer experience services company, delivering consulting and technology services and solutions to customer-focused organizations across industries since 1998.

We help leading brands (Fortune 100 to mid-market leaders) to deliver successful customer, employee, and partner channel experiences that redefine their businesses.

Knack Systems is a premium SAP consulting partner dedicated to driving digital transformation across industries by leveraging best-of-breed SAP solutions. With over 350+ SAP-certified industry experts and five global delivery centers, Knack Systems provides a wide array of services to customers for Commerce, CPQ, Sales, and Service (Customer and Field Service) line of businesses. Knack Systems has been successfully delivering its services since 1998.

SAP recognizes and acknowledges Knack Systems’ expertise through its strong partnership status, which includes SAP Recognized Expertise® in Sales, Service, and Marketing Cloud Solutions, SAP Gold Partner, Co-Innovation Partner, and Value Added Reseller (VAR) for SAP CX solutions. Knack Systems provides end-to-end services in SAP transformation programs, including Digital Strategy & Planning, Implementation, Rollout & Adoption, and Digital Application Support."
2729,QS Quacquarelli Symonds Limited,3.8,230Reviews,51,46,10 office locations,501 to 1000 Employees,Colleges & Universities,"QS Quacquarelli Symonds was founded in 1990 and has established itself as the leading global provider of specialist higher education and careers information and solutions. At QS we believe that education and career decisions are too important to leave to chance, we want to ensure candidates have access to the best tools and the best independent expert information before making a decision.

Our activities span across 50 countries, working with over 2000 of the world's leading higher education institutions and over 12,000 employers. We provide services at each key career stage; first degree, Masters, PhD, MBA, and executive-level. We look forward to working with you!"
2730,Vaibhav Global,3.6,143Reviews,159,37,"Headquarters in Jaipur, India",1001 to 5000 Employees,Consumer Product Manufacturing,
2731,Shubham Housing Development Finance,3.8,150Reviews,151,--,"Headquarters in Sahāranpur, India",201 to 500 Employees,Banking & Lending,
2732,Mr X,3.6,269Reviews,56,16,"720 King St W, 10th Floor",501 to 1000 Employees,Film Production,"MR. X is an award-winning Visual Effects company that thrives on crafting creative solutions to seemingly-impossible scripted moments in film and television. From the outset, we engage filmmakers in a truly collaborative partnership to realize and deliver visuals that tell their stories. With our headquarters in Toronto, and outposts in Montreal, Los Angeles, and Bangalore, MR. X currently employs over 500 full-time artists and staff in our four studio locations."
2733,Shipt,3.6,2.3TReviews,15,24.9T,20 office locations,1001 to 5000 Employees,Internet & Web Services,"Shipt was founded by a young dad who accompanied his wife on a trip to the grocery store with a one-year-old and a newborn in tow....you can guess what happened next. Both kids were crying in the store and it was so stressful, they ended up leaving.  In the parking lot of the grocery store, he decided he was going to figure out a way to solve the grocery delivery dilemma.  

Shipt launched in the summer of 2014 in the heart of the Magic City, Birmingham, AL and opened its San Francisco office in 2016.  Shipt was acquired by Target at the end of 2017 and now serves 5,000 cities with more than 300,000 Shipt Shoppers."
2734,Parle Products,3.8,162Reviews,153,--,"Headquarters in Mumbai, India",501 to 1000 Employees,Food & Beverage Manufacturing,
2735,Convonix,4.3,131Reviews,125,--,2 office locations,201 to 500 Employees,Advertising & Public Relations,
2736,MSI,3.7,337Reviews,38,60,7 office locations,1001 to 5000 Employees,Wholesale,"Join MSI the recipient of the Top Work Places award!  

Founded in 1975, MSI is the leading supplier of Premium Surfaces including flooring, countertops, decorative mosaics, wall tile and hardscaping products. MSI’s product offering includes an extensive selection of granite, marble, porcelain, ceramic, quartz, glass, quartzite, and other natural stone products headquartered in Orange, California. MSI also maintains distribution centers across the United States and Canada. MSI’s product line is imported from over 36 different countries on six continents bringing the very best products to the North American Market. The company maintains an inventory of over 125 million square feet of material. For more information on MSI, visit : msisurfaces.com."
2737,Max Bupa Health Insurance Company,3.9,164Reviews,148,--,2 office locations,1001 to 5000 Employees,Insurance Agencies & Brokerages,
2738,Hathway,3.5,146Reviews,154,11,"Bengaluru, KA",51 to 200 Employees,"Cable, Internet & Telephone Providers",
2739,Ashoka University,4.2,135Reviews,171,39,2 office locations,1 to 50 Employees,N/A,
2740,Greenko Group,3.7,152Reviews,146,--,"Headquarters in Hyderābād, India",501 to 1000 Employees,Energy & Utilities,
2741,HyScaler,4.9,198Reviews,65,4,"Bhubaneshwar, OR",51 to 200 Employees,Information Technology Support Services,"HyScaler, a premier CMMI Level 3 technology consulting group, excels in AI, Blockchain, Information Technology, and Cloud Computing domains. With a successful history of collaborating with elite clients worldwide, HyScaler delivers highly scalable web, mobile, and cloud-based solutions across various industries such as manufacturing, hospitality, education, analytics, and health.

Emphasizing an agile approach to problem-solving and product development, HyScaler's core team consists of skilled developers, engineers, researchers, and analysts from diverse technology backgrounds. By working with HyScaler, professionals can expect to engage with this multidisciplinary team and contribute to groundbreaking projects that leave a lasting global impact."
2742,Grupo DPSP,3.8,2.6TReviews,10,73,"Headquarters in São Paulo, Brazil",10000+ Employees,Drug & Health Stores,
2743,Pink Lemonade,3.5,118Reviews,121,4,"Headquarters in Bengaluru, India",51 to 200 Employees,Advertising & Public Relations,
2744,Future Supply Chain Solutions,3.7,161Reviews,152,--,"Headquarters in Mumbai, India",1001 to 5000 Employees,Taxi & Car Services,
2745,Emory University,4.2,2.5TReviews,9,1.1T,5 office locations,10000+ Employees,Colleges & Universities,"""Have a Coke and a smile"" means more to Emory University than it does to the rest of the world. The school, which has some 13,300 students and about 12,500 staff and faculty members, has a very low student-teacher ratio of about 7:1. It changed from Emory College to Emory University in 1915 thanks to a $1 million donation from Coca-Cola Company owner Asa Candler. The university offers undergraduate, graduate, and professional degrees in fields including medicine, theology, law, and business. Founded in 1836, the university also maintains research centers and partners with HCA to offer managed health care. Nearly 90% of Emory University's graduate students were pursuing a PhD in 2009-2010."
2746,Hexagon Nutrition,4.6,231Reviews,92,--,"Headquarters in Mumbai, India",201 to 500 Employees,N/A,
2747,Jaquar,3.5,172Reviews,134,2,7 office locations,5001 to 10000 Employees,Consumer Product Manufacturing,"Jaquar Group is a rapidly growing multi-diversified ‘Complete Bathroom and Lighting Solutions’ brand with a turnover of INR 3588 Crores in 2018-19.
Future Turnover: Expected to reach INR 4278 Crores in 2019-20 and USD 1 billion turnover by 2022
Jaquar is one of the fastest growing bath brands in the world with presence in over 45 + countries across Europe, Middle East, Asia- Pacific, Africa and the SAARC region.
Jaquar Group CAGR of last 5 years is over 22%
Conceived way back in 1960, Jaquar Group today is an undisputed market leader in the organized bath fittings category with over 60% market share.
Headquartered in Manesar, Jaquar Group has set up a one-of-a-kind environmental friendly office spread over a sprawling space of over 48,000 sq. m. (12 acres). 
The building has been awarded the LEED Platinum Certified rating from the United States Green Building Council (USGBC) for the headquarters, the highest level of green building certification awarded to a building."
2748,Nexaweb,3.8,150Reviews,93,--,"1 New England Executiv Burlington, Massachusetts, 01803-5013, United States",201 to 500 Employees,Enterprise Software & Network Solutions,"Nexaweb provides software and services for the development of enterprise-class mobile, tablet, and web applications. Nexaweb’s development platform, Nexacro, enables IT organizations to rapidly develop HTML5, hybrid, and native applications with a single code base for multiple platforms. Nexacro improves developer productivity with its drag & drop, WYSIWYG design environment."
2749,Sunnybrook Health Sciences Centre,3.9,703Reviews,24,968,2 office locations,5001 to 10000 Employees,Healthcare Services & Hospitals,
2750,Prakash Software Solutions Pvt Ltd.,4.3,157Reviews,100,15,2 office locations,51 to 200 Employees,Information Technology Support Services,"Founded in 2001, Prakash Software Solutions Pvt Ltd has grown to become a Globally recognized and most trusted Bespoke Software Development consultancies in the industry, dedicated to helping its clients create efficiency-driving operational software as well as products and apps for resale on a subscription basis.

As a certified Microsoft Gold Partner, We’ve earned our expertise by building 500+ custom B2B and B2C apps for a variety of industries and business domains, including FinTech, Healthcare. Agriculture, Logistics, E-Commerce, Real Estate, etc. 

Delivering projects worldwide to customers ranging from start-ups & SMBs to Fortune 500 companies. 

Working with our clients, we pay special attention to selecting the appropriate technology stack that will support the client’s solution and provide a foundation for its scaling. Prakash Software Solutions Pvt Ltd offers frequent and open communication using Skype, email, phone calls and meetings."
2751,Shubham,3.9,87Reviews,200,--,"Headquarters in Ahmedabad, India",1 to 50 Employees,N/A,
2752,George Washington University,3.9,2.2TReviews,10,275,8 office locations,1001 to 5000 Employees,Colleges & Universities,"The George Washington University's name is just one more reminder of the regard the nation holds for its first president. Chartered by the US Congress in 1821 as The Columbian College in the District of Columbia, the university adopted its present name in 1904. The private, coeducational university's more than 25,000 students are scattered across its primary campus at Foggy Bottom as well as its campuses in Mount Vernon and Ashburn, Virginia. The school's student-teacher ratio is about 15:1. Its academic programs run the gamut from business to law to medicine. Notable alumni include former First Lady Jacqueline Kennedy Onassis, actor Alec Baldwin, and former US Secretary of State Colin Powell."
2753,Saicon Consultants,4.1,57Reviews,11,--,4 office locations,201 to 500 Employees,Computer Hardware Development,
2754,IMEG,3.5,206Reviews,50,111,5 office locations,1001 to 5000 Employees,Business Consulting,"Putting People at the Center of Innovation

With a history that dates back over 100 years, IMEG Corp. grew from several firms coming together under one uniting vision: people-centered engineering. As a national engineering and design consulting company we’ve intentionally localized our focus to serve carefully chosen regions and markets, allowing us to put relationships and communities first, without sacrificing expertise.


Our specialties are high-performing building systems, infrastructure, program management and construction-related services, but our secret to success is found in our deep bench of 1,800 team members. For us, people-centered engineering is about more than the people we serve — it’s representative of the engaged employee culture we’ve worked hard to create. We believe in investing in our people and their professional futures through continuous training, community involvement and the ability to develop a niche specialty.

After all, that’s the whole reason we’re drawn to people-centered engineering: everyone wins. By utilizing a collaborative project approach that values our local relationships, national resources, and employee engagement, we’re able to produce high-caliber work through high-quality processes driven by our ONE IMEG culture."
2755,VLink,3.8,95Reviews,58,4,4 office locations,201 to 500 Employees,Information Technology Support Services,"VLink Inc. is a global software engineering and IT staffing partner, delivering innovative solutions with the most highly vetted expert software development teams. We leverage the latest technologies and the best IT talent to drive business growth for Fortune-500, Large, and SMB clients by delivering a customized, personal approach, to ensure their unique technology needs are met. 
Founded in 2006, VLink takes pride in our highly revered workforce whose productivity, tech agility, and expertise produce transformative customer success stories year after year.

Why Choose VLink?
- 98% Customer Satisfaction
- 5+ Delivery Locations with Onshore/Offshore/Nearshore IT Talent
- 17+ Years of Software Engineering Excellence
- 500+ Software Engineers & Consultants
- 150+ Global Fortune-500, Large & SMB Clients Served
- 2 days TAT for Presenting Candidates on New Hiring Requests


Our core competencies and global service offerings include:
*DIGITAL TRANSFORMATION & CONSULTING*
(Data & Analytics| DevOps & Automation| Blockchain, AI/ML, IoT| Re-engineering Legacy Apps | Enterprise Portal Upgrades & Migrations)

*CUSTOM SOFTWARE DEVELOPMENT & MAINTENANCE*
(Web & Mobile Apps| Product Engineering| Maintenance & Support| QA & Testing)

*DEDICATED TEAMS & IT STAFF AUGMENTATION*
(Delivery Centers Onshore, Offshore & Nearshore| Short & Long-term Assignments| 24x7 Time Zone Alignment| Attrition Management| Speedy delivery)


**AWARD-WINNING WORKFORCE**
- Inc Magazine 500/5000 Fastest Growing Privately Owned Companies
- Connecticut’s 40 Fastest-Growing Tech Companies by Connecticut Technology Council’s Marcum TT 40
- First Place and Consistent Top Five Winner of Hartford Business Journal’s Best Places to Work in CT (2023)
- 2023 Best Software Development Companies in Hartford CT, by Expertise.com

***OUR INTELLECTUAL PROPERTIES***
- SimplyEDI 
- VLinkCare"
2756,Apar Technologies,3.8,188Reviews,91,46,"Singapore,",1001 to 5000 Employees,Information Technology Support Services,
2757,IRI,3.6,1TReviews,16,42,25 office locations,1001 to 5000 Employees,Business Consulting,"IRI is a leading provider of big data, predictive analytics and forward-looking insights that help CPG, OTC healthcare, retailers and media companies to grow their businesses. With the largest repository of purchase, media, social, causal and loyalty data, all integrated on an on-demand cloud-based technology platform, IRI guides its clients around the world in their quests to remain relentlessly relevant, capture market share, connect with consumers and deliver market leading growth. We’re thrilled we get to work on the most interesting business challenges facing the CPG and retail industries and deliver new growth to our clients, one consumer at a time."
2758,Notion Press Media,4.2,127Reviews,121,6,"Headquarters in Chennai, India",51 to 200 Employees,Publishing,"Notion Press is the fastest growing publishing platform in India. We started on January 1, 2012, as a provider of high-quality publishing services to authors. Today, Notion Press offers various publishing, book printing and distribution options to both authors and publishers from around the world. We are a technology start-up and we aim to solve problems in book publishing and distribution by creating highly scalable global solutions for the publishing community."
2759,SPX Flow,3.7,308Reviews,50,114,8 office locations,5001 to 10000 Employees,Machinery Manufacturing,"Based in Charlotte, North Carolina, SPX FLOW, Inc. is a leading global supplier of highly engineered flow components, process equipment and turn-key systems, along with the related aftermarket parts and services, into the food and beverage, power and energy and industrial end markets. SPX FLOW has approximately $2.5 billion in annual revenues and approximately 8,000 employees with operations in over 35 countries and sales in over 150 countries around the world. To learn more about SPX FLOW, please visit our website at www.spxflow.com."
2760,Transocean,4.2,455Reviews,29,87,2 office locations,5001 to 10000 Employees,Energy & Utilities,"Transocean specializes in deepwater drilling and it isn't afraid of harsh environments. It operates in the world's major offshore oil-producing regions, including Africa, Asia, Brazil, Canada, India, the Middle East, the Gulf of Mexico, and the North Sea. The company has a fleet of 138 mobile offshore drilling units (72 semisubmersibles and drillships, 63 jackup rigs, and three other rigs). Transocean's other operations include management of third-party drilling services. Major customers include BP and Chevron. Although Transocean has a major presence in the Houston oil patch, the company is domiciled in Switzerland for tax purposes."
2761,Iplay N Talk,3.8,60Reviews,82,--,"Headquarters in Los Angeles, United States",1 to 50 Employees,N/A,
2762,Yocket,4.3,137Reviews,166,--,"Headquarters in Mumbai, India",201 to 500 Employees,Internet & Web Services,"Largest and most active online platform for international education!
We started Yocket in 2015 with a mission to connect people to the world's best learning opportunities.

Today, Yocket is the largest community-driven online platform for international education. We help students aspiring to study abroad by connecting them to the best universities over the world. Till date, we have helped over 600,000 students plan their international education.

Yocket uses data science and ML combined with the power of user community to accurately match students to more than 50,000 courses and specialisations from 2000 international universities.

Additionally, students can connect with alumni or seniors through our mobile apps and address any queries that may plague them. Yocket is a quintessential 'study abroad' partner for students - online test prep, find universities and apply, discover student loans or find roommates - all under a single platform.

We have a very student-centric team which is heavily invested in ensuring student success. And always with an enriching and memorable experience!"
2763,GTL Limited,4.3,156Reviews,71,--,"Headquarters in Mumbai, India",201 to 500 Employees,Information Technology Support Services,
2764,David Jones,3.5,1.2TReviews,21,43,"Botanicca, Building 2, 572 Swan St,",Unknown,Other Retail Shops,"This Davy Jones isn't monkeein' around. David Jones Limited is Australia's oldest department store, in operation since 1838 when settlers came to buy buckskins and ginghams. The national retail chain operates about 35 stores offering Australian and international brands of apparel, accessories, footwear, cosmetics, home furnishings, and food. Customers can apply for a David Jones credit card, and purchase gift cards, gourmet food baskets, and fresh floral arrangements. Additionally, they can make an appointment at a David Jones Hair and Beauty Salon, register for bridal or other special occasion gifts, consult with an in-store interior designer, or become a member of the David Jones Wine Club."
2765,Imerys,3.8,647Reviews,24,568,19 office locations,10000+ Employees,Machinery Manufacturing,"Imerys knows the ins and outs of mining rare resources. The company extracts and processes minerals into various industrial materials used to produce myriad goods in a range of industries. Operations are split into four groups: Pigments for Paper is the world's #1 producer of kaolin, a mineral in papermaking. Market leaders too, Imerys' Minerals for Ceramics, Refractories, Abrasives & Foundry group offer minerals for porcelain, floor tile, electronics, and metallurgy; Performance & Filtration Minerals provide the basics for breathable polymer films and diatomite-based products; and Materials and Monolithics support bricks, roof tiles, and kiln furniture. About 20% of sales are in developing regions."
2766,Codingmart Technologies,4.0,106Reviews,100,6,"Headquarters in Bengaluru, India",51 to 200 Employees,Information Technology Support Services,"Codingmart is a niche product engineering consulting company that crafts clean and functional code to create beautiful web &amp; mobile products. And we create products in all sizes - big &amp; small, developed &amp; imagined, startup &amp; enterprise. We are proud to work with most of the unicorns in India.

We are a bunch of entrepreneurs, product managers &amp; coders that understands the problem that you are trying to solve and envisage the solution from your shoes. We take the journey of building the product together with you and let you focus on what you do the best - building your business.

We love hearing ideas out and look at ways where we can add value to the idea and the solution apart from being an able engineering partner. Feel free to drop a note to code@codingmart.com to get the conversation started."
2767,Toyo,3.8,175Reviews,125,30,"Headquarters in Mumbai, India",1001 to 5000 Employees,Construction,
2768,Spiceworks Ziff Davis,3.6,232Reviews,44,16,3 office locations,1001 to 5000 Employees,Internet & Web Services,"Spiceworks Ziff Davis is a global organization with a work from anywhere approach to getting the job done. We help the world’s businesses find, adopt, and manage the latest technologies. We also help technology brands build, market, and sell better products and services. Millions of technology buyers and hundreds of brands later, we’ve built the platforms they use to get their jobs done and make them better at what they do, every day. The SWZD ecosystem touches over 90% of all technology spending...Think about the impact of that!

We are uniquely positioned to offer our clients unmatched visibility into in-market accounts by leveraging our scale, quality, and broad spectrum of B2B data. Unparalleled access to the world’s most influential technology buyers combined with proprietary algorithms and cutting-edge analytics enables SWZD as the leader in intent-backed, intelligent, omnichannel marketing."
2769,Redington Gulf,4.2,241Reviews,89,2,"Headquarters in Dubai, United Arab Emirates",1001 to 5000 Employees,Computer Hardware Development,"Established in 1993, Redington has traversed an eventful and exciting journey to evolve from very humble beginnings into the company we are today. The incredible journey has seen us emerge from one brand, one product category and one market into a US$ 6.6 billion distribution and supply chain solutions provider to over 200 international brands in IT and Mobility spaces, serving 30 emerging markets."
2770,Mad Street Den Systems,4.0,97Reviews,140,--,"Chennai, TN",201 to 500 Employees,Enterprise Software & Network Solutions,"Mad Street Den is a computer vision and artificial intelligence company, founded with a mission to make people all over the globe, A. I natives. The team's mission is to build models of generalizable intelligence and create actionable ways to contextualize AI on scale, helping millions of people across the globe to become A. I native.

The company's first vertical, under its flagship brand, Vue. ai, aims to bring this mission into the retail industry. The image and video recognition platform transforms traditional stores and online retail businesses with intelligent retail automation.

Mad Street Den is funded by marquee investors, including Sequoia Capital and Falcon Edge Capital. With about $30M in funding and a star-studded AI team, we're now looking to grow our organization across the globe rapidly and are hiring for the following positions. The company has over 220  employees across the US, Japan, and India - and we're still growing!"
2771,University of Pittsburgh,4.0,2.7TReviews,9,1T,9 office locations,10000+ Employees,Colleges & Universities,"Since its founding in 1787, the University of Pittsburgh has established itself as one of the most comprehensive public research universities in the nation. With an enrollment of more than 34,000 students, the University is one of the oldest and most distinguished institutions of higher education in Pennsylvania and is a member of the Association of American Universities.

The University of Pittsburgh is internationally respected as a center for learning and research that supports the needs and interests of more than 13,000 faculty members, research associates and staff members. 

Pitt has served as an integral partner and key player in driving the growth of the education and health services supersector in the Pittsburgh metropolitan region.  Pitt is the fifth largest employer in the City of Pittsburgh. University of Pittsburgh research has been a key source of economic growth, and since 1995, Pitt has attracted nearly $9.5 billion in sponsored research support into the region."
2772,Ellucian,4.4,1.2TReviews,256,72,14 office locations,1001 to 5000 Employees,Information Technology Support Services,"Here at Ellucian, we are motivated by a mission ~ the power of education to transform lives and change the world.  We are the global market leader in EdTech for Higher Education, serving more than 2,700 customers and reaching over 20 million students in 50  countries.  We are dedicated to helping Higher Ed thrive by transforming their institutions to agile, digitally connected campuses that enable student success."
2773,BBDO,3.6,792Reviews,23,2,5 office locations,10000+ Employees,Advertising & Public Relations,"This alphabet soup of advertising begins here. As the flagship agency of media conglomerate Omnicom Group, BBDO Worldwide offers creative development services for some of the world's top brands using television, print, and other media. BBDO Worldwide also provides campaign planning and management services, as well as other brand promotion services. The firm's Atmosphere BBDO unit offers interactive marketing services in North America. BBDO's clients have included such heavy hitters as Chrysler, FedEx, and PepsiCo (including the famous ""Pepsi Generation"" campaign). It operates through some 290 offices in about 80 countries, featuring outposts like Abbott Mead Vickers, Barefoot Proximity, and Proximity London."
2774,Profinch Solutions,4.2,123Reviews,118,5,"Headquarters in Bengaluru, India",501 to 1000 Employees,Information Technology Support Services,"Profinch Solutions Pvt Ltd is an IT products and services company focused on Banking and Financial Services. 
It was started by an energetic team with a deep experience of product development and services delivery.
This team has built a reputation for itself for creating innovative solutions and high quality deliverable. 
The quality and innovation of solutions created by the team for customers have transformed their processes, bringing in agility and reducing complexity."
2775,mroads,4.0,102Reviews,49,20,2 office locations,201 to 500 Employees,Enterprise Software & Network Solutions,mroads is a niche technology company building next generation workforce that leverages technology and awareness. We believe innovation leads to generating solutions that make the day to day life easy for humans and organizations. We help clients in solving their toughest problems by delivering a globally consistent set of multidisciplinary services.
2776,Flexsin,3.7,158Reviews,105,23,2 office locations,201 to 500 Employees,Information Technology Support Services,"Flexsin is a leading software development company catering innovative technology consulting and IT outsourcing services for SMEs and enterprises. We have expertise in custom web development, enterprise application, mobile application, enterprise portal, eCommerce, ERP, CRM, big data, cloud, digital marketing and UI/UX design. Empowered by talented 300+ skilled IT professionals, we have been accredited  by Nasscom, ISO 9001:2015, Google and Microsoft for innovative solution deliveries and quality products. We are a professional and trusted IT partner that believes in collaboration and synergy as technology is a multifaceted giant, so let's tether it together."
2777,Exusia,3.9,214Reviews,120,26,"Headquarters in Miami, United States",201 to 500 Employees,Information Technology Support Services,"Exusia is a global technology consulting company that empowers its clients to gain a competitive edge by accelerating business objectives and providing solutions in analytics and data management. 

The company is a leader in end-to-end data management offerings, leveraging its team of big data, data integration, turn-key analytics, and data visualization experts and hosted software as a service (SaaS) to deliver scale to clients through best-in-class implementations.

Exusia was founded in New York City with headquarters in Miami, FL (USA) and global offices in the Americas, Africa and Asia.  The company has grown rapidly by solving some of the world's largest and most complex data problems in the Financial, Healthcare, Consumer Products, Telecommunications, Supply Chain, Media and High Technology industries."
2778,UC San Francisco,4.0,2.6TReviews,9,1.4T,6 office locations,10000+ Employees,Colleges & Universities,"The leading university exclusively focused on health, UC San Francisco is driven by the idea that when the best research, the best education and the best patient care converge, great breakthroughs are achieved. All four UCSF professional schools, virtually all UCSF graduate programs, UCSF Medical Center and UCSF Benioff Children’s Hospital consistently rank among the best in the country, according to the latest surveys by US News & World Report."
